app,appLabel
http://www.wikidata.org/entity/Q27349984,TOPSAR Correlation Map
http://www.wikidata.org/entity/Q27473250,Raster Product Format Table of Contents File
http://www.wikidata.org/entity/Q26207986,"Office Open XML Spreadsheet Document, Transitional, ISO/IEC 29500:2008, with Microsoft extensions"
http://www.wikidata.org/entity/Q26211528,"Office Open XML Spreadsheet Document, Transitional, ISO/IEC 29500:2012, with Microsoft extensions"
http://www.wikidata.org/entity/Q26547917,"Portable Document Format/Archive, version 3 Accessible"
http://www.wikidata.org/entity/Q27229565,"Portable Network Graphics, version 1.0"
http://www.wikidata.org/entity/Q27231634,"Tag Image File Format, version 4.0"
http://www.wikidata.org/entity/Q27231654,"Tag Image File Format, version 6.0"
http://www.wikidata.org/entity/Q27350185,ADRG Test Patch Image File
http://www.wikidata.org/entity/Q27355592,ADRG Geo Data File
http://www.wikidata.org/entity/Q27473308,CADRG Frame File
http://www.wikidata.org/entity/Q27473331,CADRG Update File
http://www.wikidata.org/entity/Q27473654,Band Interleaved by Pixel Image File
http://www.wikidata.org/entity/Q26207727,"Office Open XML Presentation Document, Strict, ISO/IEC 29500:2008"
http://www.wikidata.org/entity/Q26207794,"Office Open XML Presentation Document, Strict, ISO/IEC 29500:2011"
http://www.wikidata.org/entity/Q26211530,"Office Open XML Presentation Document, Transitional, ISO/IEC 29500:2012, with Microsoft extensions"
http://www.wikidata.org/entity/Q26211954,"ZIP archive file format, version 4.6"
http://www.wikidata.org/entity/Q26211958,"ZIP archive file format, version 2.7"
http://www.wikidata.org/entity/Q26385158,"Exif image file, version 2.21"
http://www.wikidata.org/entity/Q26385282,"Exif image file, version 1.0"
http://www.wikidata.org/entity/Q26549229,"Portable Document Format/Archive, version 3 Unicode"
http://www.wikidata.org/entity/Q26719966,"Computer Graphics Metafile, version 1"
http://www.wikidata.org/entity/Q27350010,TOPSAR P-Band Polarimetry Data
http://www.wikidata.org/entity/Q27473293,CADRG Overview Image
http://www.wikidata.org/entity/Q27473828,BIL/BIP/BSQ Color File
http://www.wikidata.org/entity/Q27479444,"7z, version 0.2 (with compression methods version 4.38)"
http://www.wikidata.org/entity/Q27480012,"7z, version 0.2 (with compression methods version 4.45)"
http://www.wikidata.org/entity/Q27486884,Shapefile main file
http://www.wikidata.org/entity/Q27487485,Shapefile spatial index of features part 1
http://www.wikidata.org/entity/Q27491774,"7z, version 0.2 (with compression methods version 9.04)"
http://www.wikidata.org/entity/Q27526137,"Microsoft Word for Macintosh Document, version 3.0"
http://www.wikidata.org/entity/Q27526733,"Graphics Interchange Format, version 87a"
http://www.wikidata.org/entity/Q27578083,"AppleDouble Resource Fork, version 2"
http://www.wikidata.org/entity/Q27684906,"Microsoft Publisher file format, version 10.0"
http://www.wikidata.org/entity/Q27684957,Microsoft Publisher Pack and Go file format
http://www.wikidata.org/entity/Q27824041,"ar, Seventh Edition Unix variant"
http://www.wikidata.org/entity/Q27824050,"ar, AIX big archive format variant"
http://www.wikidata.org/entity/Q27824056,"ar, Coherent variant"
http://www.wikidata.org/entity/Q27823998,"Maptech Update Patch File, version 3.0"
http://www.wikidata.org/entity/Q27826469,Cascading Style Sheets Level 3
http://www.wikidata.org/entity/Q27473679,Band Sequential Image File
http://www.wikidata.org/entity/Q27479815,"7z, version 0.2 (with compression methods version 3.08 beta)"
http://www.wikidata.org/entity/Q27480264,"7z, version 0.2 (with compression methods version 4.65)"
http://www.wikidata.org/entity/Q27487495,Shapefile spatial index of features part 2
http://www.wikidata.org/entity/Q27578076,"AppleDouble Resource Fork, version 1"
http://www.wikidata.org/entity/Q27684912,"Microsoft Publisher file format, version 11.0"
http://www.wikidata.org/entity/Q27823195,Binary Terrain External Projection file
http://www.wikidata.org/entity/Q27823193,"Binary Terrain, version 1.1"
http://www.wikidata.org/entity/Q27823995,"Maptech KAPP image file, version 3.0"
http://www.wikidata.org/entity/Q27826417,ActionScript
http://www.wikidata.org/entity/Q27479005,"7z, version 0.2 (with compression methods version 4.27, distributed with 7zip v4.28)"
http://www.wikidata.org/entity/Q27480195,"7z, version 0.2 (with compression methods version 4.56)"
http://www.wikidata.org/entity/Q27487109,Shapefile index file
http://www.wikidata.org/entity/Q27487512,Shapefile header index
http://www.wikidata.org/entity/Q27492954,"7z, version 0.2 (with compression methods version 16.03)"
http://www.wikidata.org/entity/Q27578112,"AppleSingle, version 1"
http://www.wikidata.org/entity/Q27684925,"Microsoft Publisher file format, version 14.0"
http://www.wikidata.org/entity/Q27684941,"Microsoft Publisher file format, version 15.0"
http://www.wikidata.org/entity/Q27823203,Synalysis grammar file
http://www.wikidata.org/entity/Q27826466,Cascading Style Sheets Level 2
http://www.wikidata.org/entity/Q27478555,"7z, version 0.2 (with compression methods version 4.16 beta, distributed with 7zip v4.20)"
http://www.wikidata.org/entity/Q27487388,Shapefile geocoding index
http://www.wikidata.org/entity/Q27492375,"7z, version 0.2 (with compression methods version 9.24)"
http://www.wikidata.org/entity/Q27526163,"Microsoft Word for Macintosh Document, version 6.0"
http://www.wikidata.org/entity/Q27526426,"Broadcast Wave Format, version 0"
http://www.wikidata.org/entity/Q27526866,"Write for Windows Document, version 3.1"
http://www.wikidata.org/entity/Q27578120,"AppleSingle, version 2"
http://www.wikidata.org/entity/Q27684843,"Microsoft Publisher file format, version 2.0"
http://www.wikidata.org/entity/Q27684948,"Microsoft Publisher file format, version 16.0"
http://www.wikidata.org/entity/Q27823111,Bathymetry Attributed Grid
http://www.wikidata.org/entity/Q27826468,Cascading Style Sheets Level 2 Revision 1
http://www.wikidata.org/entity/Q27826386,OVR pyramid file
http://www.wikidata.org/entity/Q27826389,"Proxy AUX file, AUX variant"
http://www.wikidata.org/entity/Q27826464,Cascading Style Sheets Level 1
http://www.wikidata.org/entity/Q27487544,Shapefile codepage file
http://www.wikidata.org/entity/Q27526504,"Broadcast Wave Format, version 2"
http://www.wikidata.org/entity/Q27823201,"Binary Terrain, version 1.3"
http://www.wikidata.org/entity/Q27824019,"ar, System V variant"
http://www.wikidata.org/entity/Q27824032,"ar, Sixth Edition Unix variant"
http://www.wikidata.org/entity/Q27823992,"Maptech BSB documentation file, version 3.0"
http://www.wikidata.org/entity/Q27824065,"Internet Archive ARC, version 1.1"
http://www.wikidata.org/entity/Q27826392,Proxy Unrestricted Access Image
http://www.wikidata.org/entity/Q27478595,"7z, version 0.2 (with compression methods version 4.27, distributed with 7zip v4.27)"
http://www.wikidata.org/entity/Q27480238,"7z, version 0.2 (with compression methods version 4.61)"
http://www.wikidata.org/entity/Q27487424,Shapefile projections definitions file
http://www.wikidata.org/entity/Q27492801,"7z, version 0.2 (with compression methods version 15.06)"
http://www.wikidata.org/entity/Q27578057,Adobe Type 1 Printer Font Metrics
http://www.wikidata.org/entity/Q27595621,"Audio Video Interleave with OpenDML Extensions, version 1.02"
http://www.wikidata.org/entity/Q27596325,"Windows Bitmap, version 4"
http://www.wikidata.org/entity/Q27684861,"Microsoft Publisher file format, version 3.0"
http://www.wikidata.org/entity/Q27684873,"Microsoft Publisher file format, version 8.0"
http://www.wikidata.org/entity/Q27823191,"Binary Terrain, version 1.0"
http://www.wikidata.org/entity/Q27824053,"ar, AIX small archive format variant"
http://www.wikidata.org/entity/Q27826390,"Proxy AUX file, AUX.XML variant"
http://www.wikidata.org/entity/Q27474094,BIL/BIP/BSQ Statistics File
http://www.wikidata.org/entity/Q27478587,"7z, version 0.2 (with compression methods version 4.16 beta, distributed with 7zip v4.26)"
http://www.wikidata.org/entity/Q27479976,"7z, version 0.2 (with compression methods version 4.43)"
http://www.wikidata.org/entity/Q27487130,Shapefile dBASE table
http://www.wikidata.org/entity/Q27487343,Shapefile spatial index part 1
http://www.wikidata.org/entity/Q27487398,"Shapefile geocoding index, ODB format"
http://www.wikidata.org/entity/Q27492283,"7z, version 0.2 (with compression methods version 9.18)"
http://www.wikidata.org/entity/Q27526471,"Broadcast Wave Format, version 1"
http://www.wikidata.org/entity/Q27526739,"Graphics Interchange Format, version 89a"
http://www.wikidata.org/entity/Q27596417,"Windows Bitmap, version 5"
http://www.wikidata.org/entity/Q27684816,"Microsoft Publisher file format, version 1.0"
http://www.wikidata.org/entity/Q27684882,"Microsoft Publisher file format, version 8.5"
http://www.wikidata.org/entity/Q27684919,"Microsoft Publisher file format, version 12.0"
http://www.wikidata.org/entity/Q27823194,"Binary Terrain, version 1.2"
http://www.wikidata.org/entity/Q27824060,"Internet Archive ARC, version 1.0"
http://www.wikidata.org/entity/Q27826383,Reduced resolution dataset external file
http://www.wikidata.org/entity/Q27473691,BIL/BIP/BSQ Header File
http://www.wikidata.org/entity/Q27487359,ArcView GIS 3.x attribute index
http://www.wikidata.org/entity/Q27487348,Shapefile spatial index part 2
http://www.wikidata.org/entity/Q27487522,Shapefile attribute index part 1
http://www.wikidata.org/entity/Q27487531,Shapefile metadata for ArcGIS
http://www.wikidata.org/entity/Q27492527,"7z, version 0.2 (with compression methods version 15.00)"
http://www.wikidata.org/entity/Q27596100,"Windows Bitmap, version 1"
http://www.wikidata.org/entity/Q27596184,"Windows Bitmap, version 2"
http://www.wikidata.org/entity/Q27596243,"Windows Bitmap, version 3"
http://www.wikidata.org/entity/Q27684898,"Microsoft Publisher file format, version 9.0"
http://www.wikidata.org/entity/Q27824015,"ar, BSD variant"
http://www.wikidata.org/entity/Q27826343,"Auxiliary file, AUX.XML variant"
http://www.wikidata.org/entity/Q27826340,"Auxiliary file, AUX variant"
http://www.wikidata.org/entity/Q27826346,Reduced resolution dataset file
http://www.wikidata.org/entity/Q27861482,"Renoise Song, version 10"
http://www.wikidata.org/entity/Q27861492,"Renoise Song, version 37"
http://www.wikidata.org/entity/Q27863111,"AutoCAD Drawing, version 1.4"
http://www.wikidata.org/entity/Q27863119,"AutoCAD Drawing, version 2.5"
http://www.wikidata.org/entity/Q27863121,"AutoCAD Drawing, version 2.6"
http://www.wikidata.org/entity/Q27863128,"AutoCAD Drawing, version 13"
http://www.wikidata.org/entity/Q27863136,"AutoCAD Drawing, version 2007-2008"
http://www.wikidata.org/entity/Q27863143,"AutoCAD Drawing, version 2013-2014"
http://www.wikidata.org/entity/Q27866110,"Adobe Illustrator Artwork, version 88"
http://www.wikidata.org/entity/Q27866059,"Digital Negative, version 1.1"
http://www.wikidata.org/entity/Q27894870,Windows Media Audio Redirector
http://www.wikidata.org/entity/Q27894885,Windows Media Video Redirector
http://www.wikidata.org/entity/Q27894974,Windows Media Redirector
http://www.wikidata.org/entity/Q27901920,"Amateur Data Interchange Format, version 2.2.2"
http://www.wikidata.org/entity/Q27861489,"Renoise Song, version 22"
http://www.wikidata.org/entity/Q27863132,"AutoCAD Drawing, version 2000-2002"
http://www.wikidata.org/entity/Q27866075,"ABC notation, version 1.6"
http://www.wikidata.org/entity/Q27866114,"Adobe Illustrator Artwork, version 5.0/5.5"
http://www.wikidata.org/entity/Q27866112,"Adobe Illustrator Artwork, version 3.0/3.2"
http://www.wikidata.org/entity/Q27866120,"Adobe Illustrator Artwork, version 6.0"
http://www.wikidata.org/entity/Q27866061,"Digital Negative, version 1.2"
http://www.wikidata.org/entity/Q27895570,"ADX, version 5"
http://www.wikidata.org/entity/Q27895934,"Amateur Data Interchange Format, version 1"
http://www.wikidata.org/entity/Q27901851,"Amateur Data Interchange Format, version 2.1.6"
http://www.wikidata.org/entity/Q27915134,"RADARSAT-1 CEOS Volume Directory File, ScanSAR Wide beam product variant"
http://www.wikidata.org/entity/Q27861300,"Windows Prefetch File, version 17"
http://www.wikidata.org/entity/Q27861480,"Renoise Song, version 9"
http://www.wikidata.org/entity/Q27863134,"AutoCAD Drawing, version 2004-2005"
http://www.wikidata.org/entity/Q27863257,"Audio Interchange File Format, version 1.2"
http://www.wikidata.org/entity/Q27866118,"Adobe Illustrator Artwork, version 5.x Japenese Edition"
http://www.wikidata.org/entity/Q27866121,"Adobe Illustrator Artwork, version 7.0"
http://www.wikidata.org/entity/Q27895544,"ADX, version 2"
http://www.wikidata.org/entity/Q27901919,"Amateur Data Interchange Format, version 2.2.1"
http://www.wikidata.org/entity/Q27901922,"Amateur Data Interchange Format, version 2.2.4"
http://www.wikidata.org/entity/Q27902241,"Amateur Data Interchange Format, ADX variant, version 3.0.4"
http://www.wikidata.org/entity/Q27907415,Adobe Color Book
http://www.wikidata.org/entity/Q27915119,"RADARSAT-1 CEOS Volume Directory File, SAR Georeferenced Extra Fine Resolution product variant"
http://www.wikidata.org/entity/Q27861323,"Windows Prefetch File, version 23"
http://www.wikidata.org/entity/Q27861478,"Renoise Song, version 4"
http://www.wikidata.org/entity/Q27863105,"AutoCAD Drawing, version 1.0"
http://www.wikidata.org/entity/Q27901923,"Amateur Data Interchange Format, version 2.2.5"
http://www.wikidata.org/entity/Q27902240,"Amateur Data Interchange Format, ADI variant, version 3.0.4"
http://www.wikidata.org/entity/Q27915118,"RADARSAT-1 CEOS Volume Directory File, SAR Georeferenced Fine Resolution product variant"
http://www.wikidata.org/entity/Q27915116,"RADARSAT-1 CEOS Volume Directory File, RAW Signal Data product variant"
http://www.wikidata.org/entity/Q27861359,"Windows Prefetch File, version 30"
http://www.wikidata.org/entity/Q27863122,"AutoCAD Drawing, version 9"
http://www.wikidata.org/entity/Q27863127,"AutoCAD Drawing, version 11"
http://www.wikidata.org/entity/Q27863142,"AutoCAD Drawing, version 2010-2012"
http://www.wikidata.org/entity/Q27863259,"Audio Interchange File Format, version 1.3"
http://www.wikidata.org/entity/Q27866076,"ABC notation, version 2.0"
http://www.wikidata.org/entity/Q27866077,"ABC notation, version 2.1"
http://www.wikidata.org/entity/Q27901926,"Amateur Data Interchange Format, version 2.2.6"
http://www.wikidata.org/entity/Q27907426,"Amiga Disk File, compressed"
http://www.wikidata.org/entity/Q27861342,"Windows Prefetch File, version 26"
http://www.wikidata.org/entity/Q27861474,"Software Independent Archiving of Relational Databases, version 2.0"
http://www.wikidata.org/entity/Q27863113,"AutoCAD Drawing, version 2.0"
http://www.wikidata.org/entity/Q27863117,"AutoCAD Drawing, version 2.2"
http://www.wikidata.org/entity/Q27863192,Audio Data Interchange Format
http://www.wikidata.org/entity/Q27866052,bzip2 Archive
http://www.wikidata.org/entity/Q27866058,"Digital Negative, version 1.0"
http://www.wikidata.org/entity/Q27901850,"Amateur Data Interchange Format, version 2.1.5"
http://www.wikidata.org/entity/Q27901855,"Amateur Data Interchange Format, version 2.1.8"
http://www.wikidata.org/entity/Q27901918,"Amateur Data Interchange Format, version 2.2.0"
http://www.wikidata.org/entity/Q27902219,"Amateur Data Interchange Format, ADI variant, version 3.0.3"
http://www.wikidata.org/entity/Q27902233,"Amateur Data Interchange Format, ADX variant, version 3.0.3"
http://www.wikidata.org/entity/Q27915117,"RADARSAT-1 CEOS Volume Directory File, Single Look Complex product variant"
http://www.wikidata.org/entity/Q27915124,"RADARSAT-1 CEOS Volume Directory File, ScanSAR Narrow beam product variant"
http://www.wikidata.org/entity/Q27915149,"RADARSAT-1 CEOS Volume Directory File, SAR Precision Geocoded product variant"
http://www.wikidata.org/entity/Q27861215,Japan Surveying Instruments Manufacturers Association survey data common format (Geographical Information Standard Profile version)
http://www.wikidata.org/entity/Q27863098,3GPP2 file format
http://www.wikidata.org/entity/Q27863097,3GPP file format
http://www.wikidata.org/entity/Q27863107,"AutoCAD Drawing, version 1.2"
http://www.wikidata.org/entity/Q27863116,"AutoCAD Drawing, version 2.1"
http://www.wikidata.org/entity/Q27863123,"AutoCAD Drawing, version 10"
http://www.wikidata.org/entity/Q27866055,bzip Archive
http://www.wikidata.org/entity/Q27866048,"Canon Original RAW, version 2"
http://www.wikidata.org/entity/Q27866113,"Adobe Illustrator Artwork, version 4.0"
http://www.wikidata.org/entity/Q27866062,"Digital Negative, version 1.3"
http://www.wikidata.org/entity/Q27901849,"Amateur Data Interchange Format, version 2.1.4"
http://www.wikidata.org/entity/Q27901853,"Amateur Data Interchange Format, version 2.1.7"
http://www.wikidata.org/entity/Q27902177,"Amateur Data Interchange Format, ADX variant, version 3.0.2"
http://www.wikidata.org/entity/Q27910000,RADARSAT-2 Product Information File
http://www.wikidata.org/entity/Q27915143,"RADARSAT-1 CEOS Volume Directory File, SAR Systematically Geocoded product variant"
http://www.wikidata.org/entity/Q27861463,"Software Independent Archiving of Relational Databases, version 1.0"
http://www.wikidata.org/entity/Q27861483,"Renoise Song, version 14"
http://www.wikidata.org/entity/Q27861490,"Renoise Song, version 30"
http://www.wikidata.org/entity/Q27861488,"Renoise Song, version 21"
http://www.wikidata.org/entity/Q27863110,"AutoCAD Drawing, version 1.3"
http://www.wikidata.org/entity/Q27863131,"AutoCAD Drawing, version 14"
http://www.wikidata.org/entity/Q27863188,Audio Data Transport Stream
http://www.wikidata.org/entity/Q27863260,"Audio Interchange File Format, compressed"
http://www.wikidata.org/entity/Q27866092,"Adobe Illustrator Artwork, version 1.0/1.1"
http://www.wikidata.org/entity/Q27866063,"Digital Negative, version 1.4"
http://www.wikidata.org/entity/Q27895555,"ADX, version 3"
http://www.wikidata.org/entity/Q27895562,"ADX, version 4"
http://www.wikidata.org/entity/Q27901857,"Amateur Data Interchange Format, version 2.1.9"
http://www.wikidata.org/entity/Q27901921,"Amateur Data Interchange Format, version 2.2.3"
http://www.wikidata.org/entity/Q27901929,"Amateur Data Interchange Format, version 2.2.7"
http://www.wikidata.org/entity/Q27902119,"Amateur Data Interchange Format, ADI variant, version 3.0.2"
http://www.wikidata.org/entity/Q27915184,"RADARSAT-1 CEOS SAR Data File, Single Look Complex product variant"
http://www.wikidata.org/entity/Q27915188,"RADARSAT-1 CEOS SAR Data File, SAR Georeferenced Fine Resolution product variant"
http://www.wikidata.org/entity/Q27915210,"RADARSAT-1 CEOS SAR Data File, ScanSAR Wide beam product variant"
http://www.wikidata.org/entity/Q27915251,"RADARSAT-1 CEOS SAR Trailer File, RAW Signal Data product variant"
http://www.wikidata.org/entity/Q27915253,"RADARSAT-1 CEOS SAR Trailer File, SAR Georeferenced Fine Resolution product variant"
http://www.wikidata.org/entity/Q27940663,Visible Calibration Drift file: Extrapolated
http://www.wikidata.org/entity/Q27942338,DORIS Instrument Characterization file
http://www.wikidata.org/entity/Q27942432,Instrument Physical Characteristics
http://www.wikidata.org/entity/Q27942563,ENVISAT-1 Attitude Data File
http://www.wikidata.org/entity/Q27942551,Level 2 Control Parameters Data File
http://www.wikidata.org/entity/Q27942557,Ocean I Parameters Data File
http://www.wikidata.org/entity/Q27915182,"RADARSAT-1 CEOS SAR Leader File, SAR Precision Geocoded product variant"
http://www.wikidata.org/entity/Q27915180,"RADARSAT-1 CEOS SAR Leader File, ScanSAR Wide beam product variant"
http://www.wikidata.org/entity/Q27915181,"RADARSAT-1 CEOS SAR Leader File, SAR Systematically Geocoded product variant"
http://www.wikidata.org/entity/Q27915216,"RADARSAT-1 CEOS SAR Data File, SAR Systematically Geocoded product variant"
http://www.wikidata.org/entity/Q27915256,"RADARSAT-1 CEOS SAR Trailer File, ScanSAR Wide beam product variant"
http://www.wikidata.org/entity/Q27915257,"RADARSAT-1 CEOS SAR Trailer File, SAR Systematically Geocoded product variant"
http://www.wikidata.org/entity/Q27923712,DTED Level 0 Terrain Elevation Data File
http://www.wikidata.org/entity/Q27925699,DTED Level 0 Average Terrain Elevation Value File
http://www.wikidata.org/entity/Q27925705,DTED Readme file
http://www.wikidata.org/entity/Q27925722,DTED Level 1 Gazetteer Directory file
http://www.wikidata.org/entity/Q27936287,Earth Resources Laboratory Applications Software
http://www.wikidata.org/entity/Q27939181,"Enhanced Compression Wavelet, version 3"
http://www.wikidata.org/entity/Q27940644,AATSR Instrument Data File
http://www.wikidata.org/entity/Q27940726,AATSR LST Retrieval Coefficients Data Product
http://www.wikidata.org/entity/Q27940664,General Calibration Data File
http://www.wikidata.org/entity/Q27942529,MERIS Instrument Data File
http://www.wikidata.org/entity/Q27942534,MERIS Level 1b Control Parameters Data File
http://www.wikidata.org/entity/Q27942561,Land Vegetation Index Parameters Data File
http://www.wikidata.org/entity/Q27942541,Radiometric Calibration Data File
http://www.wikidata.org/entity/Q27915176,"RADARSAT-1 CEOS SAR Leader File, Single Look Complex product variant"
http://www.wikidata.org/entity/Q27915183,"RADARSAT-1 CEOS SAR Data File, RAW Signal Data product variant"
http://www.wikidata.org/entity/Q27915254,"RADARSAT-1 CEOS SAR Trailer File, SAR Georeferenced Extra Fine Resolution product variant"
http://www.wikidata.org/entity/Q27915261,"RADARSAT-1 CEOS Null Volume Directory File, RAW Signal Data product variant"
http://www.wikidata.org/entity/Q27915270,"RADARSAT-1 CEOS Null Volume Directory File, ScanSAR Narrow beam product variant"
http://www.wikidata.org/entity/Q27915269,"RADARSAT-1 CEOS Null Volume Directory File, SAR Georeferenced Extra Fine Resolution product variant"
http://www.wikidata.org/entity/Q27925700,DTED Level 0 Minimum Terrain Elevation Value File
http://www.wikidata.org/entity/Q27940674,Cloud LUT Data File
http://www.wikidata.org/entity/Q27940682,DORIS Preliminary Orbit State Vectors
http://www.wikidata.org/entity/Q27940667,Level 1b Characterisation Data File
http://www.wikidata.org/entity/Q27942333,DORIS Processor Configuration file
http://www.wikidata.org/entity/Q27942562,Surface Confidence Map File
http://www.wikidata.org/entity/Q27915195,"RADARSAT-1 CEOS SAR Data File, SAR Georeferenced Extra Fine Resolution product variant"
http://www.wikidata.org/entity/Q27915203,"RADARSAT-1 CEOS SAR Data File, ScanSAR Narrow beam product variant"
http://www.wikidata.org/entity/Q27915258,"RADARSAT-1 CEOS SAR Trailer File, SAR Precision Geocoded product variant"
http://www.wikidata.org/entity/Q27915268,"RADARSAT-1 CEOS Null Volume Directory File, SAR Georeferenced Fine Resolution product variant"
http://www.wikidata.org/entity/Q27915274,"RADARSAT-1 CEOS Null Volume Directory File, SAR Precision Geocoded product variant"
http://www.wikidata.org/entity/Q27915272,"RADARSAT-1 CEOS Null Volume Directory File, ScanSAR Wide beam product variant"
http://www.wikidata.org/entity/Q27942324,ECMWF forecast data file
http://www.wikidata.org/entity/Q27942461,Level 2 Processing Configuration File
http://www.wikidata.org/entity/Q27942459,Star Catalogue File
http://www.wikidata.org/entity/Q27942460,Stellar Spectra File
http://www.wikidata.org/entity/Q27942555,Land Aerosols Parameters Data File
http://www.wikidata.org/entity/Q27942553,Water Vapour Parameters Data File
http://www.wikidata.org/entity/Q27959797,Ableton Device Preset
http://www.wikidata.org/entity/Q27915178,"RADARSAT-1 CEOS SAR Leader File, SAR Georeferenced Extra Fine Resolution product variant"
http://www.wikidata.org/entity/Q27915221,"RADARSAT-1 CEOS SAR Data File, SAR Precision Geocoded product variant"
http://www.wikidata.org/entity/Q27915273,"RADARSAT-1 CEOS Null Volume Directory File, SAR Systematically Geocoded product variant"
http://www.wikidata.org/entity/Q27925713,DTED Level 1 Gazetteer Primary file
http://www.wikidata.org/entity/Q27940738,Browse LUT Data File
http://www.wikidata.org/entity/Q27940658,Level 1B Processor Configuration Data File
http://www.wikidata.org/entity/Q27940670,Land/Sea Mask File
http://www.wikidata.org/entity/Q27940782,External Characterization Data
http://www.wikidata.org/entity/Q27942325,ECMWF analysis data file
http://www.wikidata.org/entity/Q27942457,Calibration Database
http://www.wikidata.org/entity/Q27942552,Atmosphere Parameters Data File
http://www.wikidata.org/entity/Q27942560,Cloud Measurement Parameters Data File
http://www.wikidata.org/entity/Q27942558,Ocean II Parameters Data File
http://www.wikidata.org/entity/Q27915175,"RADARSAT-1 CEOS SAR Leader File, RAW Signal Data product variant"
http://www.wikidata.org/entity/Q27915179,"RADARSAT-1 CEOS SAR Leader File, ScanSAR Narrow beam product variant"
http://www.wikidata.org/entity/Q27915265,"RADARSAT-1 CEOS Null Volume Directory File, Single Look Complex product variant"
http://www.wikidata.org/entity/Q27925703,DTED Level 0 Maximum Terrain Elevation Value File
http://www.wikidata.org/entity/Q27925718,DTED Level 1 Gazetteer Key file
http://www.wikidata.org/entity/Q27940717,Level 2 Processor Configuration Data File
http://www.wikidata.org/entity/Q27940660,Visible Calibration Data File
http://www.wikidata.org/entity/Q27940789,Instrument Characterization File
http://www.wikidata.org/entity/Q27942458,Level 1b Processing Configuration
http://www.wikidata.org/entity/Q27959801,Ableton Groove File
http://www.wikidata.org/entity/Q27915255,"RADARSAT-1 CEOS SAR Trailer File, ScanSAR Narrow beam product variant"
http://www.wikidata.org/entity/Q27915252,"RADARSAT-1 CEOS SAR Trailer File, Single Look Complex product variant"
http://www.wikidata.org/entity/Q27923715,DTED Level 2 Terrain Elevation Data File
http://www.wikidata.org/entity/Q27923713,DTED Level 1 Terrain Elevation Data File
http://www.wikidata.org/entity/Q27925708,DTED Digital Mean Elevation Data
http://www.wikidata.org/entity/Q27925714,DTED Level 1 Gazetteer Hash file
http://www.wikidata.org/entity/Q27939009,"Enhanced Compression Wavelet, version 2"
http://www.wikidata.org/entity/Q27940685,DORIS Precise Orbit State Vectors
http://www.wikidata.org/entity/Q27940679,"Orbit state vectors, AUX_FRO_AX"
http://www.wikidata.org/entity/Q27940785,External Calibration Data
http://www.wikidata.org/entity/Q27940662,Visible Calibration Drift file: Measured
http://www.wikidata.org/entity/Q27942543,Digital Roughness Model Data File
http://www.wikidata.org/entity/Q27915177,"RADARSAT-1 CEOS SAR Leader File, SAR Georeferenced Fine Resolution product variant"
http://www.wikidata.org/entity/Q27923693,DTED Cells Directory File
http://www.wikidata.org/entity/Q27940671,Digital Elevation Model File
http://www.wikidata.org/entity/Q27940676,FOS Orbit State Vectors
http://www.wikidata.org/entity/Q27940721,SST Retrieval Coefficient Data File
http://www.wikidata.org/entity/Q27940787,Processor Configuration File
http://www.wikidata.org/entity/Q27942462,Cross-section File
http://www.wikidata.org/entity/Q27942546,Aerosol Climatology Data File
http://www.wikidata.org/entity/Q27942554,Ocean Aerosols Parameters Data File
http://www.wikidata.org/entity/Q27959791,Ableton Device Group
http://www.wikidata.org/entity/Q27960132,Bonk
http://www.wikidata.org/entity/Q27966959,YM
http://www.wikidata.org/entity/Q27960082,DCT
http://www.wikidata.org/entity/Q27966952,SSF
http://www.wikidata.org/entity/Q27966884,DSF
http://www.wikidata.org/entity/Q27959855,Maestro
http://www.wikidata.org/entity/Q27966933,SID
http://www.wikidata.org/entity/Q27966948,SPC
http://www.wikidata.org/entity/Q27966955,USF
http://www.wikidata.org/entity/Q27966927,PSF2
http://www.wikidata.org/entity/Q27959807,Ableton Live Pack
http://www.wikidata.org/entity/Q27959830,Audacity Project Format
http://www.wikidata.org/entity/Q27959943,La Lossless Audio
http://www.wikidata.org/entity/Q27960087,Memory Stick Voice
http://www.wikidata.org/entity/Q27960138,SPPACK
http://www.wikidata.org/entity/Q27966886,Fuxoft AY Language
http://www.wikidata.org/entity/Q27966966,Accolade MIDI File Format
http://www.wikidata.org/entity/Q27967077,Beathoven Synthesiser
http://www.wikidata.org/entity/Q27967085,Jason Page
http://www.wikidata.org/entity/Q27966894,GSF
http://www.wikidata.org/entity/Q27959996,OptimFROG
http://www.wikidata.org/entity/Q27967083,Digital Illusions
http://www.wikidata.org/entity/Q27966906,MDX
http://www.wikidata.org/entity/Q27966924,PSF1
http://www.wikidata.org/entity/Q27967082,David Whittaker
http://www.wikidata.org/entity/Q27959911,ATRAC Advanced Lossless
http://www.wikidata.org/entity/Q27959881,Propellerhead Reason NN-XT Patch File
http://www.wikidata.org/entity/Q27960107,Berkeley/IRCAM/Carl Sound Format
http://www.wikidata.org/entity/Q27960135,INRS-Telecom file
http://www.wikidata.org/entity/Q27960157,Matroska Audio
http://www.wikidata.org/entity/Q27960142,WVE
http://www.wikidata.org/entity/Q27967076,Audio Sculpture
http://www.wikidata.org/entity/Q27966979,Organya
http://www.wikidata.org/entity/Q27966972,Slight Atari Player
http://www.wikidata.org/entity/Q27967084,Game Music Creator
http://www.wikidata.org/entity/Q27967095,Inverse Frequency Sound format
